HGNC	model organism	sex	line	effect on lifespan	lifespan % change - mean	lifespan % change - median	lifespan % change - max	intervention deteriorates	intervention improves	main effect on lifespan	intervention method	tissue	doi	pmid
SIRT1	roundworm Caenorhabditis elegans	hermaphrodites	N2	increases lifespan	23	18	36			gain of function	additional copies of a gene in the genome		10.1038/35065638	n/a
SIRT1	roundworm Caenorhabditis elegans	hermaphrodites	N2	increases lifespan	14	18	4			gain of function	additional copies of a gene in the genome		10.1038/35065638	n/a
SIRT1	roundworm Caenorhabditis elegans	hermaphrodites	N2	increases lifespan	17	18	13			gain of function	additional copies of a gene in transgenic animals		10.1038/35065638	n/a
SIRT1	roundworm Caenorhabditis elegans	hermaphrodites	N2	increases lifespan	50	59	61			gain of function	additional copies of a gene in the genome		10.1038/35065638	n/a
SIRT1	roundworm Caenorhabditis elegans	hermaphrodites	N2	increases lifespan	25	40	44			gain of function	additional copies of a gene in the genome		10.1038/nature10296	n/a
SIRT1	roundworm Caenorhabditis elegans	hermaphrodites	N2	increases lifespan	16.23	n/a	n/a			gain of function	additional copies of a gene in the genome		10.1038/nature10296	n/a
SIRT1	roundworm Caenorhabditis elegans	hermaphrodites	NL3908	increases lifespan	18	22	21			gain of function	additional copies of a gene in the genome		10.1038/nature10296	n/a
SIRT1	roundworm Caenorhabditis elegans	hermaphrodites	N2	increases lifespan	4.42	11	0			loss of function	RNA interferention		10.1038/nature10296	n/a
SIRT1	roundworm Caenorhabditis elegans	hermaphrodites	N2	increases lifespan	10	22	0			gain of function	additional copies of a gene in the genome		10.1038/nature10296	n/a
SIRT1	roundworm Caenorhabditis elegans	hermaphrodites	N2	increases lifespan	11	13	10			gain of function	additional copies of a gene in the genome		10.1038/nchembio.1352	n/a
SIRT1	roundworm Caenorhabditis elegans	hermaphrodites	N2	increases lifespan	19	13	3			gain of function	additional copies of a gene in the genome		10.1038/nchembio.1352	n/a
SIRT1	roundworm Caenorhabditis elegans	hermaphrodites	N2	decreases lifespan	0	-10	0			gain of function	additional copies of a gene in the genome		10.1038/nature10296	n/a
SIRT1	roundworm Caenorhabditis elegans	hermaphrodites	N2	decreases lifespan	-12.53	n/a	n/a			gain of function	additional copies of a gene in the genome		10.1038/nature10296	n/a
SIRT1	roundworm Caenorhabditis elegans	hermaphrodites	N2	no change	0.34	n/a	n/a			gain of function	additional copies of a gene in the genome		10.1038/nature10296	n/a
SIRT1	roundworm Caenorhabditis elegans	hermaphrodites	N2	decreases lifespan	-5.39	n/a	n/a			gain of function	additional copies of a gene in the genome		10.1038/nature10296	n/a
HDAC1	fly Drosophila melanogaster	male	y w	improves survival under stress conditions	n/a	33	19		stress responce	loss of function	gene knockout		10.18632/aging.100806	n/a
HDAC1	fly Drosophila melanogaster	male	y w	improves survival under stress conditions	n/a	14.5	3		stress responce	loss of function	interfering RNA transgene		10.18632/aging.100806	n/a
HDAC1	fly Drosophila melanogaster	male	y w	improves survival under stress conditions	n/a	52.3	22.9		stress responce	loss of function	interfering RNA transgene	heart	10.18632/aging.100806	n/a
HDAC1	fly Drosophila melanogaster	male	y w	improves survival under stress conditions	n/a	29.8	29.6		stress responce	loss of function	interfering RNA transgene	heart	10.18632/aging.100806	n/a
HDAC1	fly Drosophila melanogaster	male	y w	improves survival under stress conditions	n/a	35.5	31.4		stress responce	loss of function	interfering RNA transgene	heart	10.18632/aging.100806	n/a
HDAC1	fly Drosophila melanogaster	male	y w	decreases survival under stress conditions	n/a	-17.5	-11.7	cardiovascular system,stress responce		gain of function	additional copies of a gene in the genome	heart	10.18632/aging.100806	n/a
HDAC1	fly Drosophila melanogaster	male	y w	increases lifespan	n/a	23.9	25		cardiovascular system	loss of function	interfering RNA transgene	heart	10.18632/aging.100806	n/a
HDAC1	fly Drosophila melanogaster	male	y w	increases lifespan	13	19	14.7			loss of function	gene knockout		10.18632/aging.101744	n/a
HDAC1	fly Drosophila melanogaster	male	y w	improves survival under stress conditions	31	32	12.6			loss of function	gene knockout		10.18632/aging.101744	n/a
HDAC1	fly Drosophila melanogaster	male	y w	improves survival under stress conditions	60	50	69			loss of function	gene knockout		10.18632/aging.101110	n/a
HDAC1	fly Drosophila melanogaster	male	y w	improves survival under stress conditions	10	0	2.7			loss of function	gene modification to reduce gene expression		10.18632/aging.101110	n/a
HDAC1	fly Drosophila melanogaster	male	y w	decreases survival under stress conditions	-2.9	0	-12			loss of function	gene knockout		10.18632/aging.101110	n/a
HDAC1	fly Drosophila melanogaster	female	y w	improves survival under stress conditions	42.6	43.8	23			loss of function	gene modification to reduce gene expression		10.18632/aging.101110	n/a
HDAC1	roundworm Caenorhabditis elegans	hermaphrodites	N2	increases lifespan	n/a	12.5	36.4			loss of function	RNA interferention		10.18632/aging.100683	n/a
HDAC1	roundworm Caenorhabditis elegans	hermaphrodites	N2	increases lifespan	n/a	35.3	34.8		stress responce,metabolism	loss of function	treatment with a gene product inhibitor		10.18632/aging.100683	n/a
HDAC1	roundworm Caenorhabditis elegans	hermaphrodites	N2	decreases lifespan	n/a	-11.1	-9.1			loss of function	treatment with a gene product inhibitor		10.18632/aging.100683	n/a
HDAC1	roundworm Caenorhabditis elegans	hermaphrodites	N2	improves survival under stress conditions	26.3	19	13.8		stress responce	loss of function	treatment with a gene product inhibitor		10.18632/aging.100683	n/a
HDAC1	fly Drosophila melanogaster	male	Canton-s w1118	increases lifespan	n/a	40	0			loss of function	gene modification to reduce gene expression		10.1073/pnas.0403493101	n/a
HDAC1	fly Drosophila melanogaster	male	Canton-s w1118	increases lifespan	n/a	48.5	30.5			loss of function	gene knockout		10.1126/science.1078986	n/a
HDAC1	fly Drosophila melanogaster	male	Canton-s w1118	increases lifespan	n/a	32	17.6			loss of function	gene modification to reduce gene expression		10.1126/science.1078986	n/a
HDAC1	fly Drosophila melanogaster	female	y w	improves survival under stress conditions	n/a	67.7	24.8			loss of function	interfering RNA transgene	heart	10.18632/aging.100806	n/a
HDAC1	fly Drosophila melanogaster	female	y w	improves survival under stress conditions	n/a	91	54			loss of function	interfering RNA transgene	heart	10.18632/aging.100806	n/a
HDAC1	fly Drosophila melanogaster	female	Canton-s w1118	increases lifespan	45	n/a	n/a			loss of function	gene modification to reduce gene expression		10.1073/pnas.0403493101	n/a
HDAC1	fly Drosophila melanogaster	male	y w	increases lifespan	13	23.7	13.2			loss of function	gene knockout		10.18632/aging.100806	n/a
HDAC1	fly Drosophila melanogaster	male	y w	increases lifespan	n/a	25.8	26.9			loss of function	interfering RNA transgene		10.18632/aging.100806	n/a
HDAC1	fly Drosophila melanogaster	male	y w	improves survival under stress conditions	n/a	26.9	7.2			loss of function	interfering RNA transgene	heart	10.18632/aging.100806	n/a
HDAC1	fly Drosophila melanogaster	male	y w	improves survival under stress conditions	n/a	4.9	0		cardiovascular system	gain of function	additional copies of a gene in the genome	heart	10.18632/aging.100806	n/a
HDAC1	fly Drosophila melanogaster	male	y w	increases lifespan	42	49.9	31			loss of function	gene knockout		10.18632/aging.100856	n/a
HDAC1	fly Drosophila melanogaster	female	y w	increases lifespan	31	32.9	32			loss of function	gene knockout		10.18632/aging.100856	n/a
HDAC1	fly Drosophila melanogaster	male	y w	increases lifespan	37	38.5	39			loss of function	gene knockout		10.18632/aging.100856	n/a
HDAC1	fly Drosophila melanogaster	female	y w	increases lifespan	4	5.1	14			loss of function	gene knockout		10.18632/aging.100856	n/a
HDAC1	fly Drosophila melanogaster	male	y w	increases lifespan	51	53.1	70			loss of function	gene modification to reduce gene expression		10.18632/aging.100856	n/a
HDAC1	fly Drosophila melanogaster	female	y w	increases lifespan	52	39.7	110			loss of function	gene modification to reduce gene expression		10.18632/aging.100856	n/a
HDAC1	fly Drosophila melanogaster	male	y w	increases lifespan	37	n/a	n/a			loss of function	gene knockout		10.18632/aging.100856	n/a
HDAC1	fly Drosophila melanogaster	male	y w	increases lifespan	36	n/a	42			loss of function	gene knockout		10.18632/aging.100856	n/a
HDAC1	fly Drosophila melanogaster	male	y w	increases lifespan	39	n/a	30			loss of function	gene knockout		10.18632/aging.100856	n/a
HDAC1	fly Drosophila melanogaster	female	y w	increases lifespan	22	n/a	15			loss of function	gene knockout		10.18632/aging.100856	n/a
HDAC1	fly Drosophila melanogaster	female	y w	increases lifespan	33	n/a	34			loss of function	gene knockout		10.18632/aging.100856	n/a
HDAC1	fly Drosophila melanogaster	female	y w	increases lifespan	12	n/a	12			loss of function	gene knockout		10.18632/aging.100856	n/a
HDAC1	fly Drosophila melanogaster	male	y w	increases lifespan	6	n/a	2			loss of function	gene modification to reduce gene expression		10.18632/aging.100856	n/a
HDAC1	fly Drosophila melanogaster	female	y w	increases lifespan	12	n/a	24			loss of function	gene modification to reduce protein activity/stability		10.18632/aging.100856	n/a
HDAC1	fly Drosophila melanogaster	male	y w	increases lifespan	1	n/a	-6			loss of function	gene modification to reduce protein activity/stability		10.18632/aging.100856	n/a
HDAC1	fly Drosophila melanogaster	female	y w	increases lifespan	4	n/a	17			loss of function	gene modification to reduce protein activity/stability		10.18632/aging.100856	n/a
HDAC1	fly Drosophila melanogaster	male	y w	increases lifespan	7	n/a	7			loss of function	gene modification to reduce protein activity/stability		10.18632/aging.100856	n/a
HDAC1	fly Drosophila melanogaster	male	y w	increases lifespan	7	n/a	15			loss of function	gene modification to reduce protein activity/stability		10.18632/aging.100856	n/a
HDAC1	fly Drosophila melanogaster	male	y w	decreases lifespan	-3	n/a	-1			loss of function	gene modification to reduce protein activity/stability		10.18632/aging.100856	n/a
HDAC1	fly Drosophila melanogaster	female	y w	increases lifespan	2	n/a	4			loss of function	gene modification to reduce protein activity/stability		10.18632/aging.100856	n/a
HDAC1	fly Drosophila melanogaster	female	y w	increases lifespan	13	n/a	15			loss of function	gene modification to reduce protein activity/stability		10.18632/aging.100856	n/a
HDAC1	fly Drosophila melanogaster	female	y w	increases lifespan	2	n/a	5.8			loss of function	gene modification to reduce protein activity/stability		10.18632/aging.100856	n/a
HDAC1	fly Drosophila melanogaster	female	y w	increases lifespan	10	n/a	13			loss of function	gene modification to reduce protein activity/stability		10.18632/aging.100856	n/a
HDAC1	fly Drosophila melanogaster	female	y w	improves survival under stress conditions	35	35.8	2			loss of function	gene knockout		10.18632/aging.101110	n/a
HDAC1	fly Drosophila melanogaster	male	y w	improves survival under stress conditions	50	76	8.8			loss of function	gene knockout		10.18632/aging.101110	n/a
HDAC1	fly Drosophila melanogaster	female	y w	improves survival under stress conditions	106.5	103	52			loss of function	gene knockout		10.18632/aging.101110	n/a
HDAC1	fly Drosophila melanogaster	female	y w	improves survival under stress conditions	68	80	56			loss of function	gene modification to reduce protein activity/stability		10.18632/aging.101110	n/a
HDAC1	fly Drosophila melanogaster	female	y w	improves survival under stress conditions	5.8	0	2.6			loss of function	gene knockout		10.18632/aging.101110	n/a
HDAC1	fly Drosophila melanogaster	male	y w	improves survival under stress conditions	67	100	19			loss of function	gene knockout		10.18632/aging.101110	n/a
HDAC1	fly Drosophila melanogaster	female	y w	improves survival under stress conditions	39	16	-6.7			loss of function	gene knockout		10.18632/aging.101110	n/a
HDAC1	fly Drosophila melanogaster	male	y w	decreases survival under stress conditions	-2.5	-5	-5.6			loss of function	gene modification to reduce protein activity/stability		10.18632/aging.101110	n/a
HDAC1	fly Drosophila melanogaster	male	n/a	increases lifespan	n/a	34.6	18.8			loss of function	gene knockout		10.1126/science.1078986	n/a
HDAC1	fly Drosophila melanogaster	male	Canton-s w1118	increases lifespan	n/a	33.3	19.3			loss of function	gene modification to reduce gene expression		10.1126/science.1078986	n/a
HDAC1	fly Drosophila melanogaster	male	Canton-s w1118	decreases lifespan	n/a	0	-4.8			loss of function	gene modification to reduce gene expression		10.1126/science.1078986	n/a
HSPA9	roundworm Caenorhabditis elegans	hermaphrodites	N2	increases lifespan	33.3	40.1	67.6			gain of function	additional copies of a gene in the genome		10.1016/S0014-5793(02)02470-5	n/a
HSPA9	roundworm Caenorhabditis elegans	hermaphrodites	N2	decreases lifespan	n/a	-10.6	-17.8			loss of function	RNA interferention		10.1074/jbc.M609025200	n/a
GSR	fly Drosophila melanogaster	male	y w	improves survival under stress conditions	n/a	371	5.6			gain of function	additional copies of a gene in the genome		10.1096/fasebj.13.13.1733	n/a
GSR	roundworm Caenorhabditis elegans	not specified	N2	decreases lifespan	-14.5	n/a	-20			loss of function	RNA interferention		10.1371/journal.pone.0060731	n/a
GSR	roundworm Caenorhabditis elegans	not specified	LGIII/pha-1, e2123	increases lifespan	18	n/a	13.9			gain of function	additional copies of a gene in the genome		10.1371/journal.pone.0060731	n/a
GSR	fly Drosophila melanogaster	male	y w	improves survival under stress conditions	19.6	33	22.5			gain of function	additional copies of a gene in the genome		10.1096/fasebj.13.13.1733	n/a
GSR	fly Drosophila melanogaster	male	y w	increases lifespan	n/a	2.6	2.4			gain of function	additional copies of a gene in the genome		10.1096/fasebj.13.13.1733	n/a
GSR	fly Drosophila melanogaster	male	y w	decreases survival under stress conditions	n/a	-22.7	-20			gain of function	additional copies of a gene in the genome		10.1096/fasebj.13.13.1733	n/a
GSTA4	mouse	female	C57BL/6	increases lifespan	13	14	5		oxidation/antioxidant function,metabolism	loss of function	gene knockout		10.1093/gerona/glp165	n/a
GSTA4	roundworm Caenorhabditis elegans	hermaphrodites	LGIII/pha-1, e2123	increases lifespan	n/a	13	15.9		oxidation/antioxidant function,stress responce	gain of function	additional copies of a gene in the genome		10.1111/j.1474-9726.2005.00168.x	n/a
GSTP1	roundworm Caenorhabditis elegans	hermaphrodites	n/a	increases lifespan	n/a	24.2	20.6			gain of function	additional copies of a gene in the genome		10.1111/j.1474-9726.2005.00168.x	n/a
GSTP1	roundworm Caenorhabditis elegans	hermaphrodites	N2	decreases lifespan	n/a	-20	-12.4			loss of function	RNA interferention		10.1016/j.mad.2006.11.025	n/a
GSTP1	roundworm Caenorhabditis elegans	hermaphrodites	NL2099	decreases lifespan	n/a	-17.1	-15.3			loss of function	RNA interferention		10.1016/j.mad.2006.11.025	n/a
MT-CO1	fungus Podospora anserina	all	n/a	increases lifespan in animals with decreased lifespans	100	n/a	n/a			loss of function	gene modification		10.1128/MCB.19.6.4093	n/a
HSPA1A	mouse	male	NMRI	increases lifespan	8.6	15.9	8.5		proteostasis,nervous system,proteolysis,cognitive function	gain of function	treatment with protein		10.1073/pnas.1516131112	n/a
HSPA1A	mouse	male	NMRI	increases lifespan	17.6	10	14.7			gain of function	treatment with protein		10.1073/pnas.1516131112	n/a
HSPA1B	mouse	male	NMRI	increases lifespan	8.6	15.9	8.5		proteostasis,nervous system,proteolysis,cognitive function	gain of function	treatment with protein		10.1073/pnas.1516131112	n/a
HSPA1B	mouse	male	NMRI	increases lifespan	17.6	10	14.7			gain of function	treatment with protein		10.1073/pnas.1516131112	n/a
PCMT1	fly Drosophila melanogaster	female	w1118	increases lifespan	n/a	40	20			gain of function	additional copies of a gene in the genome		10.1073/pnas.251446498	11742076
PCMT1	fly Drosophila melanogaster	male	w1118	decreases lifespan	n/a	-7	-13			gain of function	additional copies of a gene in the genome		10.1073/pnas.251446498	11742076
PCMT1	fly Drosophila melanogaster	male	w1118	increases lifespan	64	74	24			gain of function	additional copies of a gene in the genome		10.1073/pnas.251446498	11742076
PCMT1	roundworm Caenorhabditis elegans	hermaphrodites	N2	increases lifespan	85	n/a	n/a			gain of function	additional copies of a gene in the genome		10.1093/gerona/63.8.798	18772467
PCMT1	roundworm Caenorhabditis elegans	hermaphrodites	N2	increases lifespan	62	n/a	n/a			gain of function	additional copies of a gene in the genome		10.1093/gerona/63.8.798	18772467
PCMT1	roundworm Caenorhabditis elegans	hermaphrodites	N2	increases lifespan	13	n/a	n/a			loss of function	gene knockout		10.1093/gerona/63.8.798	18772467
PCMT1	roundworm Caenorhabditis elegans	hermaphrodites	N2	increases lifespan	7	n/a	n/a			loss of function	gene knockout		10.1093/gerona/63.8.798	18772467
PCMT1	roundworm Caenorhabditis elegans	hermaphrodites	N2	increases lifespan	7	n/a	n/a			loss of function	gene knockout		10.1093/gerona/63.8.798	18772467
PCMT1	roundworm Caenorhabditis elegans	hermaphrodites	N2	no change	0	n/a	n/a			loss of function	gene knockout		10.1093/gerona/63.8.798	18772467
PCMT1	roundworm Caenorhabditis elegans	hermaphrodites	N2	no change	0	n/a	n/a			loss of function	gene knockout		10.1093/gerona/63.8.798	18772467
PCMT1	roundworm Caenorhabditis elegans	hermaphrodites	N2	increases lifespan	7	n/a	n/a			loss of function	gene knockout		10.1093/gerona/63.8.798	18772467
PCMT1	roundworm Caenorhabditis elegans	hermaphrodites	N2, dauer larvae	decreases lifespan	n/a	-76	n/a			loss of function	gene knockout		10.1093/gerona/63.8.798	18772467
PCMT1	roundworm Caenorhabditis elegans	hermaphrodites	N2, dauer larvae	decreases lifespan	n/a	-33	n/a			loss of function	gene knockout		10.1093/gerona/63.8.798	18772467
MAPK8	roundworm Caenorhabditis elegans	hermaphrodites	N2	decreases lifespan	-17.9	-25	-11.8			loss of function	gene modification		10.1073/pnas.0500749102	n/a
MAPK8	roundworm Caenorhabditis elegans	all	N2	increases lifespan	37.5	38.6	44.2		stress responce	gain of function	additional copies of a gene in the genome		10.1073/pnas.0500749102	n/a
MAPK8	roundworm Caenorhabditis elegans	hermaphrodites	N2	decreases lifespan	-18.3	-12	-23.6			loss of function	gene modification		10.1101/gad.478408	n/a
MAPK8	fly Drosophila melanogaster	male	w1118	decreases lifespan	-16.4	-15	-17	proliferation		loss of function	interfering RNA transgene	intestinal stem cells and enteroblasts	10.1371/journal.pgen.1001159	n/a
MAPK8	fly Drosophila melanogaster	female	w1118	decreases lifespan	-10	-12	-14	proliferation		loss of function	interfering RNA transgene	intestinal stem cells and enteroblasts	10.1371/journal.pgen.1001159	n/a
MAPK8	fly Drosophila melanogaster	female	n/a	decreases lifespan	13.9	23.5	8			loss of function	addition to the genome of a dominant-negative gene variant that reduces the activity of an endogenous protein	intestinal stem cells and enteroblasts	10.1371/journal.pgen.1001159	n/a
MAPK8	fly Drosophila melanogaster	female	n/a	decreases lifespan	11.7	14.3	6			loss of function	interfering RNA transgene	intestinal stem cells and enteroblasts	10.1371/journal.pgen.1001159	n/a
MAPK14	fly Drosophila melanogaster	female	Oregon-R	decreases lifespan	-58	-61	-43	locomotor function,oxidation/antioxidant function		loss of function	gene knockout		10.1016/j.devcel.2011.09.002	22014527
MAPK14	fly Drosophila melanogaster	female	n/a	increases lifespan	5	12	n/a			gain of function	additional copies of a gene in the genome	muscle	10.1016/j.devcel.2011.09.002	22014527
MAPK14	fly Drosophila melanogaster	female	n/a	increases lifespan	5	7.5	n/a			gain of function	additional copies of a gene in the genome	neurons	10.1016/j.devcel.2011.09.002	22014527
MAPK14	fly Drosophila melanogaster	female	Oregon-R	decreases lifespan	-21	-18	-18	locomotor function		loss of function	gene knockout		10.1016/j.devcel.2011.09.002	n/a
MAPK14	fly Drosophila melanogaster	female	Oregon-R	decreases lifespan	-38	-31	-18	locomotor function	oxidation/antioxidant function	loss of function	gene knockout		10.1016/j.devcel.2011.09.002	n/a
MAPK14	fly Drosophila melanogaster	female	Oregon-R	decreases lifespan	-90	-94	-82	locomotor function,stress responce,oxidation/antioxidant function		loss of function	gene knockout		10.1016/j.devcel.2011.09.002	n/a
MAPK14	fly Drosophila melanogaster	female	n/a	increases lifespan	13	14	n/a			gain of function	additional copies of a gene in the genome	muscle	10.1016/j.devcel.2011.09.002	n/a
MAPK14	fly Drosophila melanogaster	female	n/a	increases lifespan	29	31	28		stress responce,oxidation/antioxidant function	gain of function	additional copies of a gene in the genome	muscle	10.1016/j.devcel.2011.09.002	n/a
MAPK14	fly Drosophila melanogaster	female	n/a	increases lifespan	77	85	53			gain of function	additional copies of a gene in the genome	muscle	10.1016/j.devcel.2011.09.002	n/a
MAPK14	fly Drosophila melanogaster	female	n/a	increases lifespan	6	7	4			gain of function	additional copies of a gene in the genome	neurons	10.1016/j.devcel.2011.09.002	n/a
MAPK14	fly Drosophila melanogaster	female	n/a	increases lifespan	24	31	18			gain of function	additional copies of a gene in the genome	muscle	10.1016/j.devcel.2011.09.002	n/a
MAPK14	fly Drosophila melanogaster	female	n/a	increases lifespan	40	37	22			gain of function	additional copies of a gene in the genome	muscle	10.1016/j.devcel.2011.09.002	n/a
MAPK9	roundworm Caenorhabditis elegans	hermaphrodites	N2	decreases lifespan	-17.9	-25	-11.8			loss of function	gene modification		10.1073/pnas.0500749102	n/a
MAPK9	roundworm Caenorhabditis elegans	all	N2	increases lifespan	37.5	38.6	44.2			gain of function	additional copies of a gene in the genome		10.1073/pnas.0500749102	n/a
MAPK9	roundworm Caenorhabditis elegans	hermaphrodites	N2	decreases lifespan	-18.3	-12	-23.6			loss of function	gene modification		10.1101/gad.478408	n/a
MAPK9	fly Drosophila melanogaster	male	w1118	decreases lifespan	-16.4	-15	-17			loss of function	interfering RNA transgene		10.1371/journal.pgen.1001159	n/a
MAPK9	fly Drosophila melanogaster	female	w1118	decreases lifespan	-10	-12	-14			loss of function	interfering RNA transgene		10.1371/journal.pgen.1001159	n/a
MAPK9	fly Drosophila melanogaster	female	n/a	decreases lifespan	13.9	23.5	8			loss of function	addition to the genome of a dominant-negative gene variant that reduces the activity of an endogenous protein		10.1371/journal.pgen.1001159	n/a
MAPK9	fly Drosophila melanogaster	female	n/a	decreases lifespan	11.7	14.3	6			loss of function	interfering RNA transgene		10.1371/journal.pgen.1001159	n/a
LMNB1	fly Drosophila melanogaster	male	w1118	decreases lifespan	n/a	-67.7	-71	muscle		loss of function	interfering RNA transgene	neurons	10.15698/cst2018.09.152	n/a
LMNB1	fly Drosophila melanogaster	male	w1118	decreases lifespan	n/a	-45	-40.8	locomotor function		loss of function	interfering RNA transgene	neurons	10.15698/cst2018.09.152	n/a
LMNB1	fly Drosophila melanogaster	male	w1118	decreases lifespan	n/a	-45	-38	locomotor function		loss of function	interfering RNA transgene	neurons	10.15698/cst2018.09.152	n/a
LMNB1	fly Drosophila melanogaster	male	w1118	decreases lifespan	n/a	-66	-64.5	locomotor function		loss of function	interfering RNA transgene	neurons	10.15698/cst2018.09.152	n/a
LMNB1	fly Drosophila melanogaster	male	w1118	decreases lifespan	n/a	-38.7	-29.6	locomotor function		loss of function	interfering RNA transgene	neurons	10.15698/cst2018.09.152	n/a
LMNB1	fly Drosophila melanogaster	male	w1118	decreases lifespan	n/a	-65	-62	locomotor function		loss of function	interfering RNA transgene	neurons	10.15698/cst2018.09.152	n/a
LMNB1	fly Drosophila melanogaster	male	w1118	decreases lifespan	n/a	-42	-35	locomotor function		loss of function	interfering RNA transgene	neurons	10.15698/cst2018.09.152	n/a
LMNB1	fly Drosophila melanogaster	male	w1118	decreases lifespan	n/a	-63	-61	locomotor function		loss of function	interfering RNA transgene	neurons	10.15698/cst2018.09.152	n/a
SDHC	roundworm Caenorhabditis elegans	not specified	N2	decreases survival under stress conditions	-33	n/a	n/a	oxidation/antioxidant function,stress responce		loss of function	gene modification		10.1016/0921-8734(90)90022-j	n/a
SDHC	roundworm Caenorhabditis elegans	hermaphrodites	N2	decreases lifespan	-4.2	n/a	n/a			loss of function	gene modification		10.1371/journal.pbio.1000245	n/a
SDHC	fly Drosophila melanogaster	female	y w	no change	n/a	-4.6	-0.8			gain of function	additional copies of a gene in the genome	neurons	10.1016/j.bbrc.2007.08.168	n/a
SDHC	fly Drosophila melanogaster	female	y w	decreases lifespan	n/a	-3.4	-0.6			gain of function	additional copies of a gene in the genome	neurons	10.1016/j.bbrc.2007.08.168	n/a
SDHC	fly Drosophila melanogaster	male	y w	increases lifespan	n/a	1.3	1.4			gain of function	additional copies of a gene in the genome	neurons	10.1016/j.bbrc.2007.08.168	n/a
SDHC	fly Drosophila melanogaster	male	y w	increases lifespan	n/a	1.3	1.4			gain of function	additional copies of a gene in the genome	neurons	10.1016/j.bbrc.2007.08.168	n/a
SDHC	fly Drosophila melanogaster	female	y w	decreases lifespan	n/a	-4.2	-0.9			loss of function	gene modification to affect product activity/stability	neurons	10.1016/j.bbrc.2007.08.168	n/a
SDHC	fly Drosophila melanogaster	female	y w	decreases lifespan	n/a	-24.8	-17			loss of function	gene modification to affect product activity/stability	neurons	10.1016/j.bbrc.2007.08.168	n/a
SDHC	fly Drosophila melanogaster	male	y w	decreases lifespan	n/a	-6.8	-5.5			loss of function	gene modification to affect product activity/stability	neurons	10.1016/j.bbrc.2007.08.168	n/a
SDHC	fly Drosophila melanogaster	male	y w	decreases lifespan	n/a	-6.8	-4.7			loss of function	gene modification to affect product activity/stability	neurons	10.1016/j.bbrc.2007.08.168	n/a
FOXO4	fly Drosophila melanogaster	female	white Dahomey	increases lifespan	n/a	41.6	20	reproductive function		gain of function	additional copies of a gene in the genome	adipose tissue	10.1126/science.1098219	n/a
FOXO4	fly Drosophila melanogaster	female	white Dahomey	increases lifespan	5	21.8	3	reproductive function		gain of function	additional copies of a gene in the genome	adipose tissue	10.1126/science.1098219	n/a
FOXO4	fly Drosophila melanogaster	female	white Dahomey	increases lifespan	n/a	52	12	reproductive function		gain of function	additional copies of a gene in the genome	adipose tissue	10.1126/science.1098219	n/a
FOXO4	fly Drosophila melanogaster	male	y w	increases lifespan	n/a	27.3	n/a			gain of function	additional copies of a gene in the genome	fat body	10.1038/nature02549	n/a
FOXO4	fly Drosophila melanogaster	male	y w	increases lifespan	n/a	12.5	n/a			gain of function	additional copies of a gene in the genome	fat body	10.1038/nature02549	n/a
FOXO4	fly Drosophila melanogaster	male	y w	increases lifespan	n/a	15	n/a			gain of function	additional copies of a gene in the genome	fat body	10.1038/nature02549	n/a
FOXO4	fly Drosophila melanogaster	male	y w	increases lifespan	n/a	36.4	n/a			gain of function	additional copies of a gene in the genome	fat body	10.1038/nature02549	n/a
FOXO4	fly Drosophila melanogaster	female	y w	increases lifespan	n/a	31.3	n/a			gain of function	additional copies of a gene in the genome	fat body	10.1038/nature02549	n/a
FOXO4	fly Drosophila melanogaster	female	y w	increases lifespan	n/a	35	n/a			gain of function	additional copies of a gene in the genome	fat body	10.1038/nature02549	n/a
FOXO4	fly Drosophila melanogaster	female	y w	increases lifespan	n/a	56.3	n/a			gain of function	additional copies of a gene in the genome	fat body	10.1038/nature02549	n/a
FOXO4	fly Drosophila melanogaster	female	y w	increases lifespan	n/a	5.9	n/a			gain of function	additional copies of a gene in the genome	fat body	10.1038/nature02549	n/a
FOXO4	fly Drosophila melanogaster	male	y w	increases lifespan	n/a	9.1	n/a			gain of function	additional copies of a gene in the genome	fat body	10.1038/nature02549	n/a
FOXO4	fly Drosophila melanogaster	female	y w	increases lifespan	n/a	11.8	n/a			gain of function	additional copies of a gene in the genome	fat body	10.1038/nature02549	n/a
FOXO4	fly Drosophila melanogaster	male	y w	increases lifespan	n/a	24.5	16			gain of function	additional copies of a gene in the genome	fat body	10.1038/nature02549	n/a
FOXO4	fly Drosophila melanogaster	male	y w	increases lifespan	n/a	34.7	21.5			gain of function	additional copies of a gene in the genome	fat body	10.1038/nature02549	n/a
FOXO4	fly Drosophila melanogaster	male	y w	increases lifespan	n/a	24	n/a			gain of function	additional copies of a gene in the genome	fat body	10.1038/nature02549	n/a
FOXO4	fly Drosophila melanogaster	female	y w	increases lifespan	n/a	18.2	n/a			gain of function	additional copies of a gene in the genome	fat body	10.1038/nature02549	n/a
FOXO4	fly Drosophila melanogaster	male	y w	increases lifespan	n/a	5.3	n/a			gain of function	additional copies of a gene in the genome	fat body	10.1038/nature02549	n/a
FOXO4	fly Drosophila melanogaster	female	y w	increases lifespan	n/a	14.3	n/a			gain of function	additional copies of a gene in the genome	fat body	10.1038/nature02549	n/a
FOXO4	fly Drosophila melanogaster	male	y w	increases lifespan	n/a	22.1	12.6			gain of function	additional copies of a gene in the genome	fat body	10.1038/nature02549	n/a
